,,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00
,,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0
Date,12:00 AM,12:30 AM,1:00 AM,1:30 AM,2:00 AM,2:30 AM,3:00 AM,3:30 AM,4:00 AM,4:30 AM,5:00 AM,5:30 AM,6:00 AM,6:30 AM,7:00 AM,7:30 AM,8:00 AM,8:30 AM,9:00 AM,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM,
5/26/2010,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,28,31,32,36,37,38,37,36,40,40,40,39,41,43,43,42,42,43,44,44,44,43,43,42,41,42,36,25,24,21,15,13,
5/27/2010,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,21,40,37,39,42,42,42,42,42,42,45,42,46,46,49,50,50,48,51,51,48,47,47,48,47,46,46,41,26,23,19,16,14,
5/28/2010,14,13,13,13,12,12,12,11,12,11,11,11,12,11,11,20,35,31,30,33,32,35,37,36,36,37,35,34,35,39,41,40,37,40,39,40,39,40,39,38,37,37,33,29,28,26,22,14,
5/29/2010,12,12,12,12,12,12,12,11,12,12,12,11,12,11,12,12,15,24,28,32,32,33,33,33,33,33,34,33,35,34,35,35,33,35,36,37,36,37,32,31,32,33,31,30,29,29,24,15,
5/30/2010,13,14,14,16,15,16,16,14,13,13,12,12,12,13,16,18,20,17,18,19,19,18,19,19,20,27,33,33,34,35,34,35,36,36,32,29,27,28,25,24,24,24,23,23,22,21,17,17,
5/31/2010,15,14,17,16,16,14,13,13,13,13,13,13,13,13,13,19,26,23,22,20,20,23,23,21,24,24,22,22,22,23,24,23,25,28,26,29,26,28,28,28,27,23,24,22,22,20,15,14,
6/1/2010,14,14,14,14,14,14,13,14,13,13,13,13,13,13,14,27,45,43,43,42,41,39,41,39,41,44,43,42,41,41,39,41,41,46,47,46,45,45,43,43,43,39,35,24,23,20,15,14,
6/2/2010,14,13,14,13,13,13,13,13,13,13,12,13,12,13,12,29,42,39,39,40,42,42,42,41,38,40,42,41,43,44,47,47,48,52,51,52,51,48,50,50,49,49,44,31,24,23,17,16,
6/3/2010,14,15,15,14,14,14,15,14,13,15,16,15,16,13,13,27,45,43,44,43,46,46,44,44,45,46,47,46,45,46,48,51,51,54,54,50,51,50,46,45,41,38,34,18,20,16,13,13,
6/4/2010,12,13,12,13,13,12,13,12,12,12,12,12,12,11,12,19,34,35,38,41,41,41,41,41,42,41,42,45,44,47,48,49,45,51,52,53,51,47,47,48,45,46,46,38,36,34,26,18,
6/5/2010,17,15,15,14,14,14,14,13,15,15,15,16,15,16,15,16,21,19,20,33,35,36,38,42,42,44,43,43,45,44,46,46,46,49,50,50,49,47,47,47,47,45,44,45,42,38,28,21,
6/6/2010,19,19,19,18,17,17,16,16,16,17,17,20,20,20,21,17,21,18,21,19,20,21,22,20,22,24,34,35,36,37,36,36,35,39,33,23,23,22,23,22,20,20,18,18,19,18,16,16,
6/7/2010,14,13,14,13,12,12,12,12,12,11,12,11,12,15,24,33,38,33,32,38,41,43,44,42,42,44,43,41,41,43,43,42,43,45,46,47,46,42,31,33,36,36,32,23,17,12,11,11,
6/8/2010,11,10,10,10,10,10,10,10,10,15,20,24,23,31,31,33,33,32,35,36,35,38,38,38,38,39,39,38,39,37,41,42,42,44,43,43,41,39,39,38,38,38,33,19,18,16,11,12,
6/9/2010,11,11,13,11,11,10,11,10,11,10,12,10,11,13,14,19,30,30,33,32,33,35,34,35,35,35,35,32,35,30,34,34,35,38,39,37,38,36,38,36,38,36,37,20,19,13,14,13,
6/10/2010,13,13,13,12,13,12,12,13,12,15,14,15,14,14,16,22,35,34,38,40,43,41,42,45,43,46,45,44,45,43,47,45,44,47,49,46,48,46,43,45,43,41,40,26,22,15,14,15,
6/11/2010,13,14,12,13,12,14,13,13,12,12,13,13,12,12,14,24,34,36,41,38,43,42,44,46,43,46,49,45,48,45,48,46,46,47,51,47,49,45,45,41,42,40,38,36,34,27,20,15,
6/12/2010,16,13,14,13,14,13,12,13,13,12,12,13,12,12,14,20,22,18,27,31,34,37,35,38,40,40,41,42,43,43,43,44,43,47,48,46,45,42,40,40,40,38,38,37,36,31,26,19,
6/13/2010,18,19,17,17,17,18,17,22,19,19,13,17,16,18,20,20,21,19,20,22,22,22,22,23,24,23,26,37,39,40,41,41,39,42,42,29,31,28,29,29,27,27,27,26,27,21,23,23,
6/14/2010,22,23,18,17,17,18,21,19,20,18,19,17,19,23,35,44,45,41,44,43,45,41,46,48,50,52,48,51,48,45,45,48,51,55,56,53,53,51,50,50,49,42,35,28,23,15,18,16,
6/15/2010,16,17,16,17,16,15,14,13,13,13,13,12,13,12,15,32,43,42,40,45,43,45,46,45,45,44,43,42,44,39,43,39,40,42,46,47,45,45,46,47,45,42,35,26,25,16,14,13,
6/16/2010,14,13,15,14,15,15,15,12,12,13,12,12,12,12,14,34,39,37,37,38,39,37,35,37,38,38,38,40,38,38,37,39,39,44,46,46,46,46,45,45,41,42,39,28,23,16,17,17,
6/17/2010,16,16,16,15,16,16,16,15,14,14,15,14,12,12,13,22,35,34,39,39,40,40,42,41,44,46,44,42,42,43,46,48,49,48,52,51,53,51,49,46,42,40,38,27,24,15,15,15,
6/18/2010,14,16,15,13,14,14,13,13,13,14,13,13,13,13,25,39,38,37,40,40,43,44,45,45,44,47,45,47,48,49,49,49,50,49,49,48,46,47,42,42,40,40,38,37,33,25,20,14,
6/19/2010,15,13,13,12,12,13,12,13,12,12,12,12,13,12,13,21,20,16,26,31,34,37,37,38,41,41,40,43,42,42,44,45,44,49,47,48,47,45,46,45,43,43,43,42,41,36,33,25,
6/20/2010,23,26,28,27,25,23,24,21,23,23,24,23,22,24,24,23,25,25,24,25,25,26,25,28,26,31,38,40,40,41,43,41,42,46,44,36,33,32,31,30,28,30,27,27,27,26,27,25,
6/21/2010,25,17,20,21,19,18,17,20,21,18,19,17,16,20,34,43,48,45,44,49,48,51,52,52,53,53,50,49,50,49,52,51,48,51,51,54,52,52,52,51,52,49,48,33,32,18,18,17,
6/22/2010,17,16,16,15,16,16,16,15,16,16,15,15,16,18,19,37,44,42,42,46,46,47,48,51,51,52,50,51,52,52,53,53,52,56,54,58,56,56,57,55,56,51,46,35,33,21,21,19,
6/23/2010,22,20,20,19,18,16,16,16,16,16,18,17,16,17,19,32,44,42,42,44,44,46,44,45,45,46,47,53,53,55,52,54,52,55,56,56,58,56,57,55,56,56,51,40,36,23,24,24,
6/24/2010,23,21,20,22,23,25,24,23,22,21,19,23,19,21,25,36,47,46,45,50,53,51,55,55,55,57,55,57,55,57,54,58,57,59,58,56,56,55,56,56,55,52,47,41,35,23,24,21,
6/25/2010,22,19,19,20,18,22,21,21,19,18,18,19,20,19,21,42,45,42,43,46,45,46,46,45,48,47,49,49,50,51,49,51,50,54,55,54,53,53,55,54,54,50,47,43,39,32,28,20,
6/26/2010,19,18,17,16,16,15,16,15,15,16,17,18,17,18,18,24,24,29,34,44,45,47,46,48,48,47,47,47,47,46,49,48,50,53,52,48,48,48,47,46,51,48,47,47,39,31,25,22,
6/27/2010,20,20,24,25,24,23,16,19,17,19,18,19,18,23,21,23,24,20,24,23,24,25,27,27,26,28,37,40,45,44,45,46,48,49,51,40,35,35,33,32,33,32,31,30,29,29,28,29,
6/28/2010,28,28,25,22,22,21,18,18,24,24,25,24,23,25,30,45,50,45,45,49,51,52,53,54,55,52,52,54,54,55,53,48,46,50,52,50,49,49,48,46,47,47,41,35,30,22,21,21,
6/29/2010,21,20,21,21,21,23,22,22,19,19,19,20,18,19,20,36,43,40,40,41,43,43,45,44,48,47,49,49,51,50,48,47,47,52,49,51,50,47,49,45,45,43,40,29,27,18,18,16,
6/30/2010,18,16,17,16,17,15,17,15,16,16,15,16,15,15,20,40,41,39,40,41,43,41,44,43,42,39,39,42,42,41,41,42,40,43,42,41,46,43,42,44,42,40,30,26,24,15,15,14,
7/1/2010,15,15,14,14,14,14,14,14,14,14,15,13,14,13,16,37,37,34,37,38,39,39,40,39,40,40,42,42,46,44,45,43,42,44,46,41,42,42,42,42,41,40,36,23,25,16,15,15,
7/2/2010,15,14,14,14,13,14,14,14,13,13,13,13,13,13,13,33,36,34,35,38,37,40,41,41,43,43,44,43,43,42,42,42,41,44,45,44,47,45,44,42,42,41,41,36,35,26,23,18,
7/3/2010,14,14,15,13,14,14,14,13,13,13,12,12,13,12,13,18,18,15,26,31,32,34,34,37,37,40,39,39,39,39,41,39,40,43,44,43,42,40,39,38,38,39,38,37,34,31,28,19,
7/4/2010,17,18,14,16,18,17,17,19,17,17,16,16,14,18,17,19,20,18,17,20,21,21,20,23,23,23,24,24,25,25,28,26,27,29,31,30,28,30,29,29,27,27,27,24,26,22,20,18,
7/5/2010,19,17,15,16,15,16,15,15,15,14,17,20,20,18,20,28,28,27,25,28,25,25,29,29,29,28,31,29,30,30,30,31,29,35,33,34,33,34,34,31,32,31,31,30,31,19,21,20,
7/6/2010,20,21,20,20,19,19,19,21,19,20,21,20,18,17,19,42,44,44,46,48,51,51,53,56,56,54,54,55,55,56,55,56,58,59,60,58,59,60,57,61,59,58,50,39,35,30,31,28,
7/7/2010,28,28,27,28,27,27,22,22,23,24,22,23,22,24,22,40,45,43,43,45,49,49,52,51,52,49,50,50,49,50,51,49,52,54,55,54,57,57,53,53,53,52,48,39,36,32,29,30,
7/8/2010,29,30,29,27,25,24,25,26,23,25,23,24,22,24,25,33,47,44,45,48,49,52,52,55,53,55,56,54,53,53,52,53,53,56,57,52,50,51,51,50,50,48,43,33,31,26,26,26,
7/9/2010,21,21,20,21,21,20,20,20,20,19,20,19,20,19,21,32,35,41,41,42,44,47,51,52,54,56,54,56,56,57,52,54,56,55,56,55,54,53,54,54,52,49,49,49,44,36,31,25,
7/10/2010,23,23,22,19,21,21,21,21,21,18,20,21,20,17,19,24,24,21,30,33,36,37,37,36,37,37,39,38,37,40,40,40,41,43,46,43,43,42,41,42,39,39,38,39,37,36,30,22,
7/11/2010,17,17,16,16,15,16,15,16,14,15,15,15,17,22,22,21,23,18,19,20,23,23,22,21,22,26,32,38,38,39,39,40,43,44,43,34,31,31,30,30,29,28,22,23,21,20,19,18,
7/12/2010,19,18,19,18,18,18,17,18,15,14,15,15,15,14,17,39,43,41,40,43,44,43,44,45,44,45,46,45,46,47,47,48,41,45,45,44,42,42,41,41,42,41,39,26,23,18,17,17,
7/13/2010,19,18,18,18,18,19,17,16,15,18,18,18,17,18,19,33,40,35,37,39,40,42,42,42,42,44,42,44,45,45,45,45,47,53,54,50,50,51,50,50,47,41,35,25,24,17,18,18,
7/14/2010,18,15,15,18,17,18,17,17,18,17,18,17,17,18,30,40,37,29,32,35,37,38,38,39,37,33,36,41,43,42,44,45,45,50,49,51,49,47,48,48,45,46,41,33,27,19,22,19,
7/15/2010,19,18,20,20,20,18,18,17,18,17,17,17,19,19,22,32,41,41,42,47,47,48,48,48,47,49,48,50,50,52,52,53,50,54,56,51,54,52,51,53,53,52,46,32,27,22,22,25,
7/16/2010,25,25,25,23,21,20,18,19,20,21,23,23,23,22,21,35,44,43,43,44,47,48,49,51,53,54,51,54,51,52,52,56,54,60,59,59,59,60,56,58,57,50,50,48,45,36,32,27,
7/17/2010,26,25,25,24,24,25,23,21,21,21,21,24,24,21,22,24,26,24,29,39,40,42,42,44,44,44,45,45,45,46,46,47,47,49,50,51,48,47,46,46,46,44,45,44,43,44,37,25,
7/18/2010,24,26,24,26,24,24,21,22,20,20,22,21,21,25,25,23,24,21,24,24,25,26,29,31,31,38,43,46,46,48,46,47,50,50,49,37,33,33,33,33,32,31,33,30,28,28,26,27,
7/19/2010,25,26,24,22,22,23,20,21,20,21,22,21,21,27,35,46,45,43,39,47,47,50,50,51,51,50,51,50,52,49,53,53,57,62,62,64,60,58,58,56,53,53,42,30,31,26,26,24,
7/20/2010,26,24,24,24,24,23,21,20,22,21,21,21,22,21,22,43,46,41,47,46,48,47,49,49,48,48,48,49,51,50,52,51,48,55,54,56,54,50,51,54,51,50,48,33,31,24,25,24,
7/21/2010,24,24,23,21,21,19,18,17,18,18,22,20,19,21,31,44,44,41,42,47,46,44,44,45,45,49,48,49,52,51,52,53,52,59,56,55,52,56,55,55,55,52,52,34,30,21,23,23,
7/22/2010,23,22,23,21,22,21,22,18,19,17,20,19,20,20,22,40,47,41,44,46,46,48,48,50,48,50,50,50,52,51,54,50,53,58,58,55,54,55,57,54,52,51,44,37,36,23,23,25,
7/23/2010,22,24,22,23,21,22,21,22,21,22,19,18,19,17,21,45,47,44,43,49,47,51,50,52,54,54,55,57,60,57,59,56,59,62,64,63,64,62,62,62,60,58,56,52,51,41,38,29,
7/24/2010,27,27,28,25,25,26,26,26,25,25,22,22,25,26,27,28,30,28,27,38,39,43,43,47,49,45,49,49,51,48,54,54,53,59,59,56,55,55,57,53,53,53,51,49,48,49,41,36,
7/25/2010,30,28,30,27,28,27,24,24,24,26,26,25,26,26,25,24,28,25,25,28,25,28,29,31,30,34,40,46,47,47,50,49,20,NA,NA,NA,NA,32,40,39,38,35,32,29,27,25,25,25,
7/26/2010,26,25,27,24,25,19,22,20,18,19,24,22,21,21,23,44,45,41,43,46,46,45,46,45,48,46,46,49,48,48,51,49,51,55,56,57,55,56,55,54,54,47,41,33,29,24,22,21,
7/27/2010,22,20,18,17,18,17,18,17,18,16,17,17,16,17,17,37,38,38,40,43,45,44,45,47,47,48,48,49,49,50,50,50,52,57,57,56,57,54,55,56,52,53,48,34,27,21,20,22,
7/28/2010,22,22,22,22,20,22,18,19,20,20,20,23,22,20,21,41,40,38,36,42,44,45,48,45,50,47,49,49,47,50,48,52,52,54,55,55,55,56,55,56,53,55,46,37,31,27,27,26,
7/29/2010,26,26,25,24,25,25,25,25,24,21,24,24,24,24,24,41,45,42,43,46,47,47,51,50,55,54,51,53,53,50,47,45,48,50,49,49,48,49,49,48,43,42,39,28,28,20,22,25,
7/30/2010,24,21,21,18,17,18,16,17,17,17,16,16,17,16,17,32,36,34,35,41,41,43,43,43,46,44,46,45,47,46,48,48,46,48,46,45,47,46,49,47,48,44,44,39,33,29,26,20,
7/31/2010,20,21,18,18,16,17,16,17,16,16,16,15,16,15,16,21,20,20,25,38,38,40,41,41,41,42,41,41,40,41,41,40,39,42,42,42,42,41,40,40,38,36,34,35,37,33,29,22,
8/1/2010,18,18,20,20,19,19,17,17,16,16,16,15,16,22,20,19,20,17,19,19,18,20,21,19,20,26,33,35,34,34,33,34,30,33,35,24,22,22,22,22,18,19,22,20,19,19,20,19,
8/2/2010,16,16,16,16,18,20,18,19,18,16,16,16,17,18,19,34,37,35,34,41,41,42,41,42,42,42,40,40,42,43,47,46,47,50,51,51,50,49,48,50,47,46,41,29,30,18,20,17,
8/3/2010,19,21,20,20,20,20,19,20,21,21,20,17,17,17,18,31,37,35,35,39,39,38,42,42,43,44,43,45,45,47,47,48,47,49,49,48,47,45,46,44,45,44,39,31,25,25,23,21,
8/4/2010,22,21,19,20,20,22,23,20,20,19,20,19,20,19,22,41,40,39,40,43,43,45,45,48,47,49,49,50,48,50,48,50,51,54,55,55,56,55,52,56,53,52,48,35,33,20,22,21,
8/5/2010,23,22,21,21,18,22,22,21,21,19,20,20,19,20,21,38,40,35,37,43,45,45,46,49,47,52,51,49,45,49,53,56,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/6/2010,NA,NA,NA,NA,NA,NA,NA,27,33,29,27,28,27,26,27,7,41,38,24,40,43,43,44,46,35,37,36,35,35,37,31,33,32,36,34,35,34,31,32,29,25,24,24,23,24,17,19,17,
8/7/2010,18,17,18,17,16,18,16,17,17,16,16,17,16,16,16,20,21,17,25,32,34,34,37,37,39,39,41,41,40,41,42,42,43,43,43,42,41,39,40,39,38,38,37,38,36,32,32,22,
8/8/2010,21,20,18,17,17,17,17,19,20,19,19,20,19,20,19,18,20,18,20,21,22,22,23,23,24,23,33,36,37,37,38,37,39,42,43,34,32,34,32,31,31,27,25,25,25,20,22,21,
8/9/2010,22,20,21,21,0:00,21,21,21,20,20,21,17,17,18,19,44,46,42,45,46,48,51,51,54,53,54,54,54,54,54,51,52,53,53,54,52,53,54,51,52,52,49,48,37,34,22,23,23,
8/10/2010,25,23,23,23,23,23,23,22,23,23,22,20,18,20,20,42,43,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
